id	ratio	positive	negetive	num
2012.04.12.	75.0	6	2	8
2012.04.13.	66.67	6	3	9
2012.04.14.	0.0	0	2	2
2012.04.15.	100.0	6	0	6
2012.04.16.	57.14	8	6	14
2012.04.17.	100.0	4	0	4
2012.04.18.	40.0	4	6	10
2012.04.19.	53.33	8	7	15
2012.04.20.	33.33	4	8	12
2012.04.21.	50.0	2	2	4
2012.04.22.	0.0	0	1	1
2012.04.23.	22.22	2	7	9
2012.04.24.	28.57	2	5	7
2012.04.25.	40.0	2	3	5
2012.04.26.	60.0	3	2	5
2012.04.27.	88.89	8	1	9
2012.04.28.	100.0	2	0	2
2012.04.29.	83.33	5	1	6
2012.04.30.	75.0	3	1	4
2012.05.01.	80.0	4	1	5
2012.05.02.	44.44	4	5	9
2012.05.03.	41.67	5	7	12
2012.05.04.	55.56	10	8	18
2012.05.05.	100.0	2	0	2
2012.05.06.	66.67	6	3	9
2012.05.07.	57.14	4	3	7
2012.05.08.	100.0	5	0	5
2012.05.09.	36.36	4	7	11
2012.05.10.	66.67	6	3	9
